kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_depth,koi_duration,koi_prad,koi_sma,koi_teq,koi_model_snr,label
10397751,K02859.01,Kepler-1371 b,CONFIRMED,CANDIDATE,1.0,3.4462125,83.5,2.101,0.7,0.0393,1015.0,15.6,1
10843431,K07378.01,Kepler-1999 b,CONFIRMED,CANDIDATE,0.994,8.7396758,1431.0,3.866,3.29,0.0713,577.0,15.6,1
4357985,K06406.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,8.65298599,313.8,1.549,1.36,0.0735,734.0,12.4,0
11403389,K02482.01,Kepler-1251 b,CONFIRMED,CANDIDATE,1.0,45.0909201,436.3,4.605,2.44,0.2478,487.0,14.1,1
6309264,K03387.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,14.2821417,224.9,2.068,1.08,0.1045,625.0,8.7,0
5688683,K04097.01,Kepler-1939 b,CONFIRMED,CANDIDATE,0.985,2.790643481,202.0,0.6871,0.99,0.0334,816.0,20.2,1
10363281,K02726.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.934924739,73.8,2.052,2.29,0.0215,3156.0,20.3,0
11090561,K05865.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,35.8726918,916.3,4.402,62.51,0.2961,1670.0,24.6,0
3957082,K02864.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,3.77881664,47.1,5.819,3.99,0.0606,2580.0,22.2,0
8258160,K03870.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,23.6270348,8433.0,11.481,21.71,0.1499,560.0,78.4,0
3954227,K03766.01,,FALSE POSITIVE,FALSE POSITIVE,,0.594276199,220745.0,2.0188,266.99,0.012,1564.0,285.2,0
9652632,K07217.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.488812012,131002.0,5.94523,83.26,0.0359,1852.0,3290.5,0
3852655,K03002.01,Kepler-1406 b,CONFIRMED,CANDIDATE,0.996,11.62904159,88.0,2.97,1.31,0.0987,854.0,13.7,1
8937762,K04668.01,,FALSE POSITIVE,FALSE POSITIVE,0.978,15.07277287,345.0,0.7794,1.73,0.1132,635.0,13.0,0
9957627,K00592.01,Kepler-1723 b,CONFIRMED,CANDIDATE,1.0,39.7529915,549.3,4.9641,2.37,0.2249,568.0,40.9,1
7434875,K00884.02,Kepler-247 d,CONFIRMED,CANDIDATE,0.0,20.47748843,1382.4,2.8364,2.92,0.1402,530.0,52.7,1
8866102,K00042.01,Kepler-410 A b,CONFIRMED,CANDIDATE,1.0,17.83367834,326.9,4.5112,2.43,0.1424,866.0,154.5,1
8612847,K01264.01,Kepler-800 b,CONFIRMED,CANDIDATE,1.0,14.13175309,1033.0,4.0136,3.02,0.1106,675.0,40.1,1
6593363,K06736.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,18.527824075,76231.1,5.88678,64.66,0.1465,1080.0,5547.2,0
2995392,K03379.01,Kepler-1484 b,CONFIRMED,CANDIDATE,0.99,30.4544418,472.1,6.896,2.6,0.1939,624.0,17.3,1
3733628,K00387.01,Kepler-543 b,CONFIRMED,CANDIDATE,1.0,13.89963233,1121.7,3.5791,2.46,0.098,521.0,98.2,1
10592163,K07346.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,14.762889172,79329.6,6.52705,53.72,0.1128,759.0,1779.1,0
4753988,K06445.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,7.304451735,143628.0,4.09326,59.02,0.0734,931.0,2096.8,0
6185331,K01727.01,Kepler-943 b,CONFIRMED,CANDIDATE,0.998,49.7700907,3529.2,10.065,5.12,0.2559,455.0,109.8,1
10397315,K08006.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.17812769,61.7,1.645,0.78,0.0334,1421.0,10.4,0
3342952,K03215.01,,FALSE POSITIVE,FALSE POSITIVE,0.005,1.039046871,24.4,1.689,0.48,0.0195,1774.0,9.3,0
10232693,K02341.01,,FALSE POSITIVE,FALSE POSITIVE,0.013,0.990516282,101.6,2.019,3.52,0.0206,2841.0,20.4,0
4678873,K05075.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.878877205,104026.0,5.8768,109.55,0.0348,2523.0,525.4,0
7840035,K03758.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,13.54208867,28869.0,4.9406,26.65,0.1031,727.0,137.6,0
6541920,K00157.04,Kepler-11 f,CONFIRMED,CANDIDATE,0.998,46.6856205,588.8,6.3794,2.52,0.2472,513.0,59.0,1
10083623,K03921.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.278555003,1478.0,1.4247,5.19,0.0223,1515.0,93.8,0
3945802,K03435.01,,FALSE POSITIVE,FALSE POSITIVE,0.018,24.2157996,322.2,4.359,1.58,0.1552,596.0,13.6,0
10010440,K02309.01,Kepler-1184 b,CONFIRMED,CANDIDATE,0.971,53.5991459,523.1,6.811,2.49,0.2863,529.0,23.1,1
3728432,K03893.01,Kepler-1526 b,CONFIRMED,CANDIDATE,1.0,3.90863457,867.2,1.7704,1.86,0.0418,787.0,36.6,1
5097868,K02435.01,,FALSE POSITIVE,FALSE POSITIVE,1.0,6.80243431,249.1,3.817,2.6,0.0675,895.0,14.9,0
9777556,K04814.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.33254897,591.7,3.083,32.84,0.0295,4664.0,16.2,0
8288404,K05498.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,519.80221867,77183.1,14.9678,40.88,1.2124,216.0,2502.9,0
6269070,K02608.01,Kepler-1288 b,CONFIRMED,CANDIDATE,0.985,2.7612237,66.8,3.681,1.84,0.0435,2017.0,14.2,1
11773022,K00620.01,Kepler-51 b,CONFIRMED,CANDIDATE,0.978,45.15535633,6208.7,5.7845,7.65,0.2528,523.0,285.1,1
11872139,K04350.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.75649346,27.5,3.429,1.62,0.0345,2745.0,13.3,0
6932987,K01366.01,Kepler-293 b,CONFIRMED,CANDIDATE,1.0,19.25404023,987.7,4.6509,3.04,0.1424,657.0,50.7,1
10090219,K03978.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.28612573,301.6,12.408,22.63,0.0353,1433.0,45.3,0
8344004,K00573.02,Kepler-188 b,CONFIRMED,CANDIDATE,0.999,2.06190864,214.0,1.9743,1.63,0.0313,1463.0,27.9,1
4680745,K07552.01,,FALSE POSITIVE,FALSE POSITIVE,,1.463148937,168.0,11.04,15.82,0.0266,2371.0,66.6,0
11296437,K06237.01,,FALSE POSITIVE,FALSE POSITIVE,,528.50344,133.8,6.394,2.2,1.4647,354.0,11.7,0
6226908,K04068.01,Kepler-1546 b,CONFIRMED,CANDIDATE,0.402,19.597317,1014.1,4.508,3.78,0.1366,671.0,23.7,1
10549023,K02131.01,Kepler-1112 b,CONFIRMED,CANDIDATE,1.0,14.36270451,349.4,4.564,2.31,0.1239,918.0,26.8,1
10005758,K01783.02,Kepler-1662 c,CONFIRMED,CANDIDATE,0.991,284.063137,1628.1,8.297,6.36,0.8453,321.0,53.5,1
7376983,K01358.04,Kepler-1987 b,CONFIRMED,CANDIDATE,0.933,2.345863002,316.7,1.6795,1.23,0.0318,997.0,19.6,1
6307243,K07564.01,,FALSE POSITIVE,FALSE POSITIVE,,451.86579,80.0,13.47,1.85,1.4744,464.0,12.0,0
7622473,K08139.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,40.244826,192.9,4.303,115.94,0.2165,3302.0,16.8,0
3336476,K03247.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.89132292,16.0,5.607,0.9,0.0376,2799.0,14.8,0
8552498,K01272.01,,FALSE POSITIVE,FALSE POSITIVE,,0.530967162,244.9,3.3659,23.72,0.0132,2704.0,125.5,0
2010607,K04929.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,18.622214,5832.0,4.42,20.83,0.1542,1101.0,20.1,0
6587280,K00857.02,Kepler-243 c,CONFIRMED,CANDIDATE,0.994,20.0261412,421.2,1.611,2.28,0.1409,559.0,10.7,1
6949607,K00870.02,Kepler-28 c,CONFIRMED,CANDIDATE,1.0,8.98581901,881.3,2.8606,1.65,0.0709,509.0,51.8,1
7531677,K02601.01,,FALSE POSITIVE,FALSE POSITIVE,0.424,2.622134451,128.2,4.735,1.64,0.0382,1548.0,42.9,0
2851100,K01104.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.890110752,321.5,0.8774,1.25,0.0167,1372.0,19.6,0
8652360,K04562.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.96807117,104.8,1.677,0.72,0.0174,1487.0,15.4,0
9735426,K01849.01,Kepler-979 b,CONFIRMED,CANDIDATE,1.0,8.08801663,952.9,1.8334,2.94,0.0753,792.0,46.1,1
8544996,K00913.01,Kepler-723 b,CONFIRMED,CANDIDATE,0.997,4.082274889,17859.2,3.23015,10.55,0.0479,1016.0,1669.1,1
9119568,K03087.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,5.54867998,68.9,4.665,0.68,0.0577,882.0,15.4,0
10129482,K07288.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.846291334,190191.0,1.79962,30.8,0.0142,1243.0,1049.3,0
7281616,K06856.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.566799927,145.1,4.71,0.77,0.012,1649.0,28.9,0
5965819,K03319.01,Kepler-1468 d,CONFIRMED,CANDIDATE,0.987,19.5906103,297.0,6.745,2.64,0.1456,819.0,24.9,1
12302530,K00438.02,Kepler-155 c,CONFIRMED,CANDIDATE,1.0,52.6615266,1078.1,3.1592,1.87,0.2262,271.0,38.4,1
8035322,K05464.01,,FALSE POSITIVE,FALSE POSITIVE,,613.82905,148.2,18.18,2.85,1.5457,307.0,10.2,0
11624249,K00356.01,Kepler-536 b,CONFIRMED,CANDIDATE,1.0,1.82708193,1164.7,1.96401,5.95,0.0276,1877.0,273.7,1
10341917,K02823.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.93375241,518.0,6.352,3.18,0.0182,1594.0,55.5,0
3247294,K06316.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,67.41958542,182171.0,7.645,49.46,0.313,470.0,836.0,0
6198182,K02636.01,Kepler-1864 b,CONFIRMED,CANDIDATE,0.957,3.88148385,36.3,2.679,0.59,0.0488,1156.0,11.9,1
10057494,K03234.01,Kepler-1443 b,CONFIRMED,CANDIDATE,0.993,2.41810158,46.8,2.144,0.85,0.0368,1602.0,13.4,1
4665989,K06433.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.124033822,247561.0,5.5728,98.04,0.0239,2547.0,792.9,0
5471141,K06584.01,,FALSE POSITIVE,FALSE POSITIVE,,12.4253812,115.3,19.781,1.14,0.1075,823.0,26.8,0
9334289,K00934.01,Kepler-254 b,CONFIRMED,CANDIDATE,1.0,5.826657508,1539.1,2.9183,4.09,0.0622,1013.0,81.1,1
8570333,K02436.01,Kepler-1237 b,CONFIRMED,CANDIDATE,0.982,84.5733346,891.6,5.762,2.59,0.3778,366.0,20.4,1
3852865,K05017.01,,FALSE POSITIVE,FALSE POSITIVE,,492.25299,372.7,5.077,1.8,1.2046,224.0,11.6,0
3541946,K00624.01,Kepler-198 b,CONFIRMED,CANDIDATE,1.0,17.79001678,871.4,4.4116,2.7,0.1304,655.0,67.2,1
10275887,K07304.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,9.726748645,393412.0,19.4093,277.38,0.0869,997.0,4414.3,0
11705004,K02199.01,Kepler-1806 b,CONFIRMED,CANDIDATE,0.993,9.03326435,610.7,2.857,1.96,0.0813,729.0,18.3,1
9471268,K01835.01,Kepler-326 c,CONFIRMED,CANDIDATE,1.0,4.580346161,308.3,2.097,1.38,0.0506,889.0,49.8,1
11176166,K05875.01,Kepler-1639 b,CONFIRMED,CANDIDATE,1.0,9.8788502,454.7,2.951,2.64,0.0932,1003.0,13.4,1
8180020,K01741.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,5.803127153,58570.0,4.9041,19.04,0.0604,886.0,639.3,0
4245933,K02190.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,11.2580745,713.3,23.516,2.14,0.0836,497.0,55.4,0
10461045,K08209.01,,FALSE POSITIVE,FALSE POSITIVE,0.088,385.97241,162.0,12.167,1.72,1.0967,325.0,10.8,0
8193178,K00572.02,Kepler-187 b,CONFIRMED,CANDIDATE,1.0,4.93883135,123.5,4.388,1.44,0.0579,1244.0,21.3,1
6863161,K03757.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.98663794,63156.0,4.7585,134.5,0.0411,3234.0,193.0,0
9362842,K05659.01,,FALSE POSITIVE,FALSE POSITIVE,,444.89411,363.0,7.937,4.7,1.2223,386.0,13.2,0
11189127,K00347.01,,FALSE POSITIVE,FALSE POSITIVE,0.351,2.671942657,15942.0,1.9119,22.36,0.0361,1458.0,97.5,0
2302758,K07629.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.542122617,88.3,1.283,0.94,0.0134,2238.0,16.3,0
5303346,K03275.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,37.32483952,4989.2,6.9676,30.32,0.2037,461.0,155.6,0
6206559,K03240.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.245331397,38.1,2.566,1.61,0.0251,2678.0,26.5,0
5125196,K04176.01,,FALSE POSITIVE,FALSE POSITIVE,,342.315407,719.7,12.476,3.15,1.0088,304.0,13.3,0
11250867,K07428.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.252822538,269847.0,3.41062,57.6,0.0324,1462.0,1575.9,0
3448456,K07656.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.776950288,396.0,1.288,1.72,0.0163,1882.0,25.8,0
11760959,K01484.01,,FALSE POSITIVE,FALSE POSITIVE,0.133,3.47021401,1105.2,2.289,2.4,0.0403,933.0,8.3,0
9406990,K00937.01,Kepler-733 b,CONFIRMED,CANDIDATE,1.0,20.83426731,988.4,4.0454,2.74,0.1483,595.0,45.1,1
7516073,K05395.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,601.13797,172.8,15.26,1.81,1.3967,254.0,9.9,0
10156055,K04284.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.42803503,73.8,3.045,0.85,0.036,1516.0,8.8,0
10934674,K00477.01,Kepler-567 b,CONFIRMED,CANDIDATE,1.0,16.54295261,726.0,3.8516,2.31,0.1229,611.0,36.1,1
4774646,K07707.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.559517155,57.9,0.596,1.04,0.0139,2762.0,12.7,0
9529294,K07184.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.51690133,59.6,2.521,0.97,0.0357,1430.0,10.0,0
11673674,K00133.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,4.618767792,4399.1,5.9957,7.48,0.0531,1170.0,270.1,0
9757613,K00250.01,Kepler-26 b,CONFIRMED,CANDIDATE,1.0,12.282998287,2794.7,2.7096,2.83,0.0847,431.0,137.2,1
5688997,K03784.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,23.8706941,6386.3,3.4812,49.6,0.1628,711.0,114.8,0
4947726,K06478.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,4.726086185,181820.0,4.39793,41.38,0.0544,1032.0,1564.3,0
9468384,K03466.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,11.082622625,268725.0,6.62584,48.38,0.0969,793.0,1725.6,0
10621666,K01636.02,,FALSE POSITIVE,FALSE POSITIVE,,14.5862195,202.2,2.733,1.17,0.1128,702.0,9.3,0
10386922,K00289.01,Kepler-511 c,CONFIRMED,CANDIDATE,1.0,26.62941953,492.8,7.8709,3.13,0.1722,742.0,106.9,1
5036966,K05998.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,62.7356439,243702.0,10.7925,90.12,0.3105,590.0,1115.3,0
7582689,K03097.02,Kepler-431 b,CONFIRMED,CANDIDATE,0.982,6.80257947,32.7,4.608,0.73,0.0721,1026.0,14.7,1
6786037,K00564.02,Kepler-603 c,CONFIRMED,CANDIDATE,1.0,127.905412,4020.6,14.475,8.03,0.5001,401.0,171.0,1
1865042,K01002.01,Kepler-746 b,CONFIRMED,CANDIDATE,0.998,3.4815917,135.2,1.8069,1.17,0.0435,1156.0,23.4,1
6442340,K00664.01,Kepler-206 c,CONFIRMED,CANDIDATE,1.0,13.13747785,212.8,4.8655,1.85,0.1084,825.0,43.1,1
10092312,K01823.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,4.468456599,906.7,1.4195,24.81,0.0541,1081.0,39.1,0
5091614,K06515.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,21.142458554,73960.9,5.17846,41.68,0.1506,672.0,3830.9,0
9851662,K02483.01,Kepler-1252 b,CONFIRMED,CANDIDATE,0.995,15.0539886,221.5,4.422,1.44,0.1078,665.0,16.3,1
9209808,K08281.01,,FALSE POSITIVE,FALSE POSITIVE,0.141,244.547128,587.0,3.59,1.74,0.7134,228.0,6.4,0
1575690,K03658.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.252417903,32296.0,1.9767,27.09,0.0274,782.0,129.5,0
8377197,K04727.01,,FALSE POSITIVE,FALSE POSITIVE,,1.215181097,39.7,1.295,0.87,0.0241,2230.0,11.8,0
9536836,K08285.01,,FALSE POSITIVE,FALSE POSITIVE,0.121,320.347208,262.8,7.159,1.58,0.9225,274.0,8.8,0
5796186,K00651.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,42.55930625,2303.5,3.0148,5.45,0.2355,527.0,60.9,0
6128027,K06020.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,5.455766383,104538.0,2.8923,28.2,0.0549,795.0,536.8,0
9518651,K04433.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.17823752,44.0,2.259,0.64,0.0318,1473.0,10.1,0
5474613,K01599.02,Kepler-1659 b,CONFIRMED,CANDIDATE,0.989,13.6164547,376.1,5.175,22.29,0.1125,755.0,22.6,1
7837526,K05436.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,28.297207229,23193.1,3.94247,54.15,0.1765,713.0,2360.6,0
9162741,K00703.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.368617188,126.9,1.6235,1.84,0.0261,2255.0,44.4,0
11560037,K03874.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.466535757,1346.4,0.8222,4.28,0.0246,1671.0,86.1,0
6276477,K00849.01,Kepler-701 b,CONFIRMED,CANDIDATE,1.0,10.35533116,750.6,3.1775,2.47,0.0895,777.0,49.2,1
5385778,K06129.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,12.42592247,8707.6,31.5,79.21,0.1329,1547.0,190.8,0
5269467,K01672.01,Kepler-925 b,CONFIRMED,CANDIDATE,0.991,33.8677783,894.8,3.72,2.31,0.1805,394.0,23.8,1
4824268,K03533.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,152.15144795,151815.0,26.8612,53.89,0.5687,362.0,2163.4,0
10415227,K02562.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,2.9322509,181.2,2.931,1.33,0.0407,1312.0,13.1,0
9457533,K05678.01,,FALSE POSITIVE,FALSE POSITIVE,,37.3683802,206.6,2.8,10.58,0.2814,1075.0,8.8,0
9593757,K02774.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.49432176,8043.0,2.3269,8.91,0.0361,1342.0,43.2,0
6195669,K08262.01,,FALSE POSITIVE,FALSE POSITIVE,0.09,370.94353,1071.3,16.64,27.77,0.9579,228.0,14.6,0
8095441,K02743.01,Kepler-1332 b,CONFIRMED,CANDIDATE,1.0,11.87457664,220.7,1.9797,1.32,0.0986,728.0,21.4,1
8883593,K00923.01,Kepler-728 b,CONFIRMED,CANDIDATE,1.0,5.743469797,1240.2,3.4412,3.13,0.0625,982.0,79.7,1
9025662,K07599.01,,FALSE POSITIVE,FALSE POSITIVE,,293.70696,1575.0,11.03,6140.44,0.8467,274.0,11.2,0
5820218,K01048.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,3.411758679,570.6,3.158,14.71,0.0372,684.0,35.6,0
10682541,K00751.01,Kepler-663 b,CONFIRMED,CANDIDATE,1.0,4.99677968,934.7,2.1717,2.78,0.0559,917.0,28.2,1
8463346,K02529.01,Kepler-436 c,CONFIRMED,CANDIDATE,0.982,16.79716262,1023.8,3.83,2.75,0.1158,503.0,21.2,1
7040629,K00671.04,Kepler-208 d,CONFIRMED,CANDIDATE,1.0,11.1317901,95.5,4.051,1.47,0.104,999.0,18.2,1
9402583,K04168.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.536544193,159.5,2.918,0.9,0.0118,1745.0,25.3,0
8647295,K04041.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.022028468,1344.5,8.866,26.91,0.0181,1649.0,184.5,0
9836149,K01958.01,Kepler-66 b,CONFIRMED,CANDIDATE,1.0,17.8159689,776.8,3.6765,3.12,0.1321,699.0,22.5,1
5794570,K02675.02,Kepler-1312 c,CONFIRMED,CANDIDATE,1.0,1.116127169,109.2,1.3235,1.0,0.0209,1659.0,19.2,1
6508221,K00416.01,Kepler-152 b,CONFIRMED,CANDIDATE,1.0,18.20795835,1596.9,3.7965,3.08,0.1265,551.0,157.3,1
7971389,K06944.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,13.174807933,71070.9,3.37392,51.06,0.1086,811.0,1812.6,0
8953414,K04332.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.66588544,167.0,5.004,0.98,0.0341,1041.0,17.2,0
9913481,K07253.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,3.50474265,88625.0,8.2852,200.24,0.0576,2689.0,977.2,0
5211470,K06541.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.938074536,575.9,1.9618,417.01,0.0224,5718.0,36.1,0
6847018,K01349.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,16.66216657,27442.0,3.8762,843.45,0.1356,834.0,114.5,0
9596089,K03675.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,20.8392148,177508.0,2.3321,51.9,0.1341,584.0,197.6,0
4940438,K01561.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,9.08590495,2121.3,2.0718,6.28,0.0799,861.0,50.5,0
9244756,K01969.01,Kepler-1779 b,CONFIRMED,CANDIDATE,1.0,16.34355902,829.4,5.474,3.26,0.1264,730.0,34.0,1
8676061,K05558.01,,FALSE POSITIVE,FALSE POSITIVE,,428.1186,443.8,6.56,2.18,1.1457,260.0,7.3,0
7134976,K00874.01,Kepler-246 b,CONFIRMED,CANDIDATE,1.0,4.601811819,755.9,2.2607,2.35,0.0501,896.0,60.8,1
6616218,K01692.01,Kepler-314 c,CONFIRMED,CANDIDATE,1.0,5.960400011,828.3,2.8617,2.85,0.0639,890.0,126.1,1
8367298,K07025.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,5.1348689,115.8,48.69,16.17,0.0548,1040.0,36.1,0
4044005,K00969.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,17.512014768,4511.7,1.8248,13.66,0.132,804.0,322.3,0
6665064,K06751.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.698359996,774.1,1.4959,28.97,0.0156,1990.0,26.1,0
2854914,K01113.01,Kepler-268 b,CONFIRMED,CANDIDATE,1.0,25.93406406,414.5,4.6142,2.48,0.1749,695.0,42.2,1
2437209,K04939.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,281.36926,12435.0,66.892,56.94,0.9334,507.0,135.6,0
7707742,K03998.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.758354475,581782.0,4.56811,149.44,0.0186,3123.0,1560.5,0
9083470,K04731.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.91842238,162.9,5.664,16.07,0.0173,1525.0,12.9,0
5124254,K03099.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,14.0498182,472.0,2.907,1.45,0.0984,480.0,14.5,0
4826439,K06121.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.237147407,435364.0,7.06623,106.18,0.0233,2107.0,5557.4,0
7889486,K03300.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,24.2416103,323.4,5.137,1.61,0.1642,596.0,10.8,0
7435780,K04757.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.933157032,87.8,2.614,7.29,0.0198,2202.0,15.2,0
5456023,K03521.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,131.97827736,345935.0,7.14981,147.83,0.491,457.0,3766.3,0
9455556,K01396.01,Kepler-294 c,CONFIRMED,CANDIDATE,1.0,6.62643441,814.6,3.1752,2.54,0.0692,895.0,40.6,1
10858691,K01306.02,Kepler-286 c,CONFIRMED,CANDIDATE,0.994,3.468073,243.9,2.361,1.29,0.0416,1098.0,20.6,1
10340212,K08003.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.93374894,226.2,4.637,0.18,0.0085,433.0,9.3,0
5091075,K06514.01,,FALSE POSITIVE,FALSE POSITIVE,,1.25625738,15.2,9.726,1.32,0.0269,3507.0,50.1,0
9963639,K07266.01,,FALSE POSITIVE,FALSE POSITIVE,,7.4185369,14.7,1.451,0.81,0.0984,1963.0,5.2,0
7219825,K00238.01,Kepler-123 b,CONFIRMED,CANDIDATE,1.0,17.23232894,509.8,4.5568,2.79,0.1312,817.0,64.1,1
1026032,K06252.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,8.460438928,76412.9,4.73492,36.62,0.0749,804.0,1797.4,0
5629985,K01578.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.27190723,149.0,5.383,1.12,0.0321,1318.0,36.8,0
7336754,K06861.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,12.155241119,85531.5,6.84353,34.62,0.0969,788.0,1767.8,0
10801100,K02228.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,102.653705,687.3,53.5887,39.16,0.4703,562.0,82.1,0
11038580,K04796.01,,FALSE POSITIVE,FALSE POSITIVE,,419.4596,131.8,13.53,2.1,1.0899,303.0,8.4,0
6948054,K00869.02,Kepler-245 d,CONFIRMED,CANDIDATE,1.0,36.2761238,1572.6,4.7865,3.03,0.2012,445.0,45.5,1
3851193,K06367.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,1.341078755,112151.0,3.86492,41.8,0.025,1968.0,1829.3,0
9899141,K03254.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.33256944,20.6,3.89,0.46,0.0236,1624.0,18.8,0
6541920,K00157.06,Kepler-11 b,CONFIRMED,CANDIDATE,1.0,10.30401132,316.1,4.2246,1.84,0.0903,849.0,53.8,1
5113822,K00638.01,Kepler-199 b,CONFIRMED,CANDIDATE,1.0,23.6421965,1102.2,5.018,2.9,0.1602,595.0,97.2,1
8195877,K06989.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.75509861,60334.0,2.6423,60.74,0.0155,2359.0,385.4,0
2013883,K06258.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.764597756,16.6,1.119,0.72,0.0177,2708.0,12.0,0
5688790,K03144.01,Kepler-1439 b,CONFIRMED,CANDIDATE,0.858,8.07394097,1056.0,2.455,1.59,0.0594,420.0,16.0,1
7109851,K03012.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.086486129,66.0,0.8383,1.69,0.0211,2539.0,20.2,0
9472074,K02735.01,Kepler-1873 b,CONFIRMED,CANDIDATE,1.0,0.558841234,280.9,0.7918,1.33,0.0128,1787.0,26.3,1
5732636,K05195.01,,FALSE POSITIVE,FALSE POSITIVE,,32.245486,93.6,13.86,1.18,0.1936,683.0,10.0,0
